"avatarThumbnail","cid","createTime","createTimeISO","diggCount","input","likedByAuthor","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/a6ad0a84f84a9ac2d62f28c6333be131~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c8fd8161&x-expires=1746838800&x-signature=FVwuvVPNA6Tv3pJfzMZUBm%2FJuI4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7466012965234983688","1738316621","2025-01-31T09:43:41.000Z","30","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"0","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","PROUD PANDAWARA💗❗️🫵🏻","6907575687562445825","4lsyaawll","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/bb07ba8f1a91a7f28150974b83173471~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a60be681&x-expires=1746838800&x-signature=szzFwBNW2%2FvRE576T5C5RGbglsc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7466023694516552466","1738319121","2025-01-31T10:25:21.000Z","60","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"2","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","I cant do something but just can say thkyu so much ❤","6863285639535264770","user7363628910","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/da3b0d837a71ba8af64e23fa9b1c72d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dea77802&x-expires=1746838800&x-signature=avoCioRbboCDP6zu%2FTBtWLIOt2M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7465990974726275861","1738311508","2025-01-31T08:18:28.000Z","20","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"0","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","proud of you guys 🥂","6994304337875993627","jee.xenadu","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/970052536b3481746cd7ab00075fc464~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8c1d5457&x-expires=1746838800&x-signature=wXHv32SO0wIisAfBDsDO8G7jRe0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7466214420688749313","1738363618","2025-01-31T22:46:58.000Z","15","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"6","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","hbd to me","7380687469618463749","jagoan_warior","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/b3d1708590b3c70c23d80d24eba09de8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=74e559a7&x-expires=1746838800&x-signature=0qdT5qEfTASrjvacEuspHwZdzew%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7466021176775836432","1738318529","2025-01-31T10:15:29.000Z","16","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"0","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","respect🫡","6961753453622330373","fakeplsticlove","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/3663b83a24ae942f289603afa5b37f9f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=15d268cc&x-expires=1746838800&x-signature=XOLwSyqPAN%2B7QZSFrDqF%2FWVIuew%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7466054436761060097","1738326278","2025-01-31T12:24:38.000Z","13","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"0","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","PANDAWARA IS THE BEST!!! 😻👏🏻👏🏻","7423992779955160070","iluvv_juana","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/a694a1dc3097a13aadbc3a27419ed8b4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=876ee5d7&x-expires=1746838800&x-signature=ahPKj6iDIAN2bk7eG8dMxtNppmI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7466072187046281990","1738330422","2025-01-31T13:33:42.000Z","37","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"2","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","Speechless!!","6820619708254340097","shania.elleanor","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/3787aceae0e2c6043cb8467213fd57ff~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cd363bc3&x-expires=1746838800&x-signature=U48mrOsf1P62iBlO98%2F7sSJTZUE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7499020822775710481","1746001864","2025-04-30T08:31:04.000Z","0","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"0","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","fry good 👍","7436782883332719632","alexaritonang68","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/8db2f3e19e793a3fe448e494ee243549~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d60e21e7&x-expires=1746838800&x-signature=DE55AXYABPm9iKjBqEhpaVRMY6E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7497917907347817224","1745745062","2025-04-27T09:11:02.000Z","0","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"0","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","sad","6877443564084085762","juwita.kacamata","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/53c24ffab62508234250caf788a8c485~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ec61b165&x-expires=1746838800&x-signature=ohxDHpvA8Mo2R8BlUgVYDJfFlJc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7501217233541350152","1746513252","2025-05-06T06:34:12.000Z","0","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"0","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","Omg, its real😯","7204882928563504129","leninxxi","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/5fb379084982c4035459021473cb49eb~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ceac1293&x-expires=1746838800&x-signature=3R3HUFOl80RZm12qzobQzRCXyVk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7496875749316772615","1745502419","2025-04-24T13:46:59.000Z","0","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"0","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","the best 🔥","7120216292846945306","rudiilurdy.rudy","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-va.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=72f95be2&x-expires=1746838800&x-signature=PzglXS%2BFXQmY5dhYKotn%2FxZD0ek%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7500753230097449736","1746405239","2025-05-05T00:33:59.000Z","0","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"0","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","most polluted river in the world, hopefully it’ll maintain and better from now on 👍","7286864076985844743","user3887039522228","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/51e0fbdd875a3729e7c698a9898e8789~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e213766b&x-expires=1746838800&x-signature=O4ZMtFA2vUvrBs4YgwJn9atp94g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7465977663590269697","1738308403","2025-01-31T07:26:43.000Z","38275","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"3","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","KEREN BGT PANDAWARA","6959347691882759174","d4fkha","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/20262816d4435d0b1529d2198a569955~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c66cd0b4&x-expires=1746838800&x-signature=Itz4cxzLPhsRtJPcD%2FZaUf654FQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7465973409194902290","1738307421","2025-01-31T07:10:21.000Z","296303","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"177","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","Pandawara = aset negara","7089032667039253505","h4fizxy","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/d25eaf8edbf965f848e06940657b0bb6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ed2586ca&x-expires=1746838800&x-signature=XngeGT59qIiuKxpdZBAMeSbur9A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7465974140874097416","1738307583","2025-01-31T07:13:03.000Z","268651","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"192","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","InsyaAllah menjadi pahala yang luar biasa buat pandawara, sukses dan berkah.","6547056262679986177","kangnandiid","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/0dd4730b4599df3b156b5450c7fe1d18~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4cc102a7&x-expires=1746838800&x-signature=ud7K1vWfvPM6zS9%2FEzDHjW%2Bl8kI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7466201911366255367","1738360668","2025-01-31T21:57:48.000Z","5127","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"2","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","amal jariyah untuk pandawara 👍","7141336780427936795","almahyrakhanzaaaa","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/09a600fe8de52980f713c1dfb97666bd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=72db8139&x-expires=1746838800&x-signature=qHUX3JHcaCQ5%2FXo8S8Rcz7LwrMw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7465972801783005973","1738307268","2025-01-31T07:07:48.000Z","197195","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"302","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","Upaya pandawara harus juga diimbangi sama kesadaran masyarakat & pemerintah","6933128493501891586","zizi_al13","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/30cc1bac7bb140d70382dd2e49f5c704~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f022fb4e&x-expires=1746838800&x-signature=cFl9ORAijQa6RmVnAhRaaUBSMLQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7465972890611270407","1738307298","2025-01-31T07:08:18.000Z","5283","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"9","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","hanya Pandawara yang cinta lingkungan ❤️","7222744503895507994","adani.aonar","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/f85f35fea15750a3ceb03609117ea41a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f05d4153&x-expires=1746838800&x-signature=1bdNWUHBRcK7xN3q2a0Cb4U1zYA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7465978043687240456","1738308502","2025-01-31T07:28:22.000Z","6521","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"19","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","masyarakat, plis lah bantu pandawara dgn cara ga buang sampah sembarangan 🥺","6869125362418631682","manawikanggo","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/e048c39596a3b63d4cac1ce13f04b8d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e9652db9&x-expires=1746838800&x-signature=GVF2%2FBcx1wy5JZIwiMZZNAbWIGs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7465993163083449095","1738312017","2025-01-31T08:26:57.000Z","16361","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"9","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","yg kek gini harus di gaji","7041187382544958465","tivany1301","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/69c0288a9ecaa489334e1055de91a8d4~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=acfc95a9&x-expires=1746838800&x-signature=88JoC6hSBguBYXpEJ1rbBhTEb8Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7466028050401706760","1738320131","2025-01-31T10:42:11.000Z","51983","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"21","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","🐟: alhamdulilah bersih tq bro","6916536958082024450","apaiyahhhhhhhhhhhhhhh","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/503596e03e451541521edc785e28c3ac~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a18814c6&x-expires=1746838800&x-signature=G4PQTAbdgxiRj9nm9Rvy6tbRBGY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7465899817010103045","1738337406","2025-01-31T15:30:06.000Z","6592","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"4","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","Pandawara Luar biasa","7232637840223798298","cumauser_sonic","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7055691026c4b6d233532a8d0069fda1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=177aa69d&x-expires=1746838800&x-signature=1RvvPk7bNzsqJrGp%2BEmZYFXenm4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7465991516567225093","1738311668","2025-01-31T08:21:08.000Z","22589","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"52","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","Pak prabowo lihat mereka pak, beri mereka penghargaan setinggi2 nya😭","6950513629691806722","bbunglons","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/68d5f51c7f8584006a3894eabc1823ef~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=78fe4d4a&x-expires=1746838800&x-signature=NEaKxdaF4na7oz7t62MzTusNDOI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7464519877030675201","1738315242","2025-01-31T09:20:42.000Z","7041","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"2","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","kerennn 🔥🔥","6580945527940349953","gemoy_juliet","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/e07d289af4bb278c673fcb6a383fcf2b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=58c4e788&x-expires=1746838800&x-signature=qtNpIwfhh%2ByVj2%2BUzZeYB05PU20%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7466062701501891335","1738328200","2025-01-31T12:56:40.000Z","422","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"0","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","pandawara❌pemuda syurga✅","7252648752308077574","rafisa_ulkhair","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/d29553286bc93ab8b74f435ffc93fb57~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1be6a49b&x-expires=1746838800&x-signature=kLrp%2B9fBXSCJ0W%2FL98sGDf4ECuU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7465987318157050631","1738310655","2025-01-31T08:04:15.000Z","62512","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"84","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","sejauh ini pemerintah belum notice parah2😂","6884358015212061697","agengsenosavalas","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/258d7132b27ae14973d8e41c5af312c6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fb160a11&x-expires=1746838800&x-signature=FXDug6RdSTCyuF3Xt8DXbPPESO8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7466078800012591880","1738331949","2025-01-31T13:59:09.000Z","8664","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","false","false",,"13","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757","PLS STOP BUANG SAMPAH SEMBARANGAN","7313891770806715397","w2evvss","https://www.tiktok.com/@pandawaragroup/video/7465971640732650757"
